customer_id,name,city,state,country,registration_date,is_active
CUST-002212,Mateo Andersson,Helsinki,Uusimaa,Finland,2021-12-08,false
CUST-002213,Fatima Brown,Madrid,Community of Madrid,Spain,2023-11-16,true
CUST-002214,Grace Lopez,Berlin,Berlin,Germany,2021-08-31,true
CUST-002215,Omar Davis,Austin,Texas,United States,2021-02-05,true
CUST-002216,Leo Virtanen,Lisbon,Lisbon,Portugal,2021-06-02,true
CUST-002217,Daniel Smith,Oslo,Oslo,Norway,2021-06-30,true
CUST-002218,Omar Jensen,Vancouver,British Columbia,Canada,2026-05-11,true
CUST-002219,Noah Smith,Tampere,Pirkanmaa,Finland,2026-01-31,true
CUST-002220,Mila Nielsen,Milan,Lombardy,Italy,2023-11-06,true
CUST-002221,Daniel Schmidt,Lyon,Auvergne-Rhone-Alpes,France,2025-06-28,true
CUST-002222,Isla Nielsen,Barcelona,Catalonia,Spain,2020-07-08,true
CUST-002223,Sofia Virtanen,Turku,Southwest Finland,Finland,2022-06-28,true
CUST-002224,Samuel Petrov,Rome,Lazio,Italy,2021-08-23,true
CUST-002225,Daniel Davis,Tampere,Pirkanmaa,Finland,2026-02-02,true
CUST-002226,Zara Clark,Berlin,Berlin,Germany,2023-07-20,true
CUST-002227,Mila Berg,Tokyo,Tokyo,Japan,2021-11-01,true
CUST-002228,Eva Moore,Vancouver,British Columbia,Canada,2025-11-12,false
CUST-002229,Nora Lopez,Sydney,New South Wales,Australia,2022-12-19,true
CUST-002230,Benjamin Davis,Manchester,England,United Kingdom,2020-01-13,true
CUST-002231,Samuel Davis,Munich,Bavaria,Germany,2023-11-28,true
CUST-002232,Eva Ahmed,Turku,Southwest Finland,Finland,2026-01-16,true
CUST-002233,Noah Davis,Helsinki,Uusimaa,Finland,2023-05-23,true
CUST-002234,Noah Berg,Turku,Southwest Finland,Finland,2025-07-31,true
CUST-002235,Oliver Berg,Helsinki,Uusimaa,Finland,2024-05-21,true
CUST-002236,David Lopez,Milan,Lombardy,Italy,2023-04-15,true
CUST-002237,Amina Wilson,Munich,Bavaria,Germany,2024-01-05,true
CUST-002238,Omar Muller,Copenhagen,Capital Region,Denmark,2025-06-18,true
CUST-002239,Henry Petrov,Lyon,Auvergne-Rhone-Alpes,France,2024-12-09,true
CUST-002240,Samuel Clark,London,England,United Kingdom,2024-12-06,true
CUST-002241,Mateo Korhonen,Toronto,Ontario,Canada,2021-01-04,true
CUST-002242,Isla Novak,Helsinki,Uusimaa,Finland,2022-05-16,true
CUST-002243,Fatima Lopez,Madrid,Community of Madrid,Spain,2021-04-07,true
CUST-002244,David Ali,Copenhagen,Capital Region,Denmark,2024-03-13,true
CUST-002245,Lucas Virtanen,Brussels,Brussels-Capital,Belgium,2021-08-18,false
CUST-002246,Lucas Berg,Berlin,Berlin,Germany,2023-12-12,false
CUST-002247,Maya Clark,Madrid,Community of Madrid,Spain,2026-05-01,true
CUST-002248,Nora Garcia,Toronto,Ontario,Canada,2023-05-13,true
CUST-002249,Jonas Berg,New York,New York,United States,2025-01-12,true
CUST-002250,Amina Santos,Vienna,Vienna,Austria,2022-10-08,true
CUST-002251,Nora Wilson,Paris,Ile-de-France,France,2020-11-11,true
CUST-002252,Leo Berg,Amsterdam,North Holland,Netherlands,2020-06-28,false
CUST-002253,Daniel Schmidt,Lyon,Auvergne-Rhone-Alpes,France,2022-04-01,false
CUST-002254,Amina Schmidt,Berlin,Berlin,Germany,2023-03-17,false
CUST-002255,Leo Johnson,Lisbon,Lisbon,Portugal,2025-03-29,true
CUST-002256,Nora Rossi,Stockholm,Stockholm County,Sweden,2021-07-06,true
CUST-002257,Fatima Johnson,Sydney,New South Wales,Australia,2026-08-14,true
CUST-002258,Mila Martin,Dublin,Leinster,Ireland,2024-03-06,false
CUST-002259,Arthur Muller,Dublin,Leinster,Ireland,2021-03-08,true
CUST-002260,Lina Williams,Rome,Lazio,Italy,2021-01-18,false
CUST-002261,Lina Wilson,Amsterdam,North Holland,Netherlands,2020-11-06,false
CUST-002262,Leo Johnson,Sydney,New South Wales,Australia,2022-04-07,true
CUST-002263,Grace Johnson,Toronto,Ontario,Canada,2020-12-13,true
CUST-002264,Emma Khan,Stockholm,Stockholm County,Sweden,2023-11-16,true
CUST-002265,Emma Ibrahim,Austin,Texas,United States,2022-06-02,true
CUST-002266,Mateo Ibrahim,Madrid,Community of Madrid,Spain,2021-01-18,false
CUST-002267,Chloe Johnson,Vancouver,British Columbia,Canada,2022-06-09,true
CUST-002268,Zara Wilson,Sydney,New South Wales,Australia,2020-04-02,true
CUST-002269,Noah Virtanen,Copenhagen,Capital Region,Denmark,2023-04-02,true
CUST-002270,Omar Virtanen,Madrid,Community of Madrid,Spain,2020-12-08,true
CUST-002271,Zara Santos,Sydney,New South Wales,Australia,2024-04-27,true
CUST-002272,Zara Lopez,Tampere,Pirkanmaa,Finland,2023-11-05,true
CUST-002273,Emma Moore,Prague,Prague,Czechia,2022-01-16,false
CUST-002274,Oliver Ali,Turku,Southwest Finland,Finland,2025-06-06,true
CUST-002275,Zara Petrov,Oslo,Oslo,Norway,2023-05-06,true
CUST-002276,Lina Ahmed,Tokyo,Tokyo,Japan,2021-12-26,true
CUST-002277,Emma Moore,Turku,Southwest Finland,Finland,2022-01-29,true
CUST-002278,Samuel Johnson,New York,New York,United States,2021-05-31,false
CUST-002279,Samuel Garcia,Berlin,Berlin,Germany,2024-03-31,true
CUST-002280,Jonas Taylor,Lisbon,Lisbon,Portugal,2023-10-03,true
CUST-002281,Noah Andersson,Paris,Ile-de-France,France,2022-07-26,false
CUST-002282,Samuel Korhonen,Milan,Lombardy,Italy,2026-03-10,true
CUST-002283,Chloe Williams,Vancouver,British Columbia,Canada,2021-03-17,true
CUST-002284,Yusuf Davis,Gothenburg,Vastra Gotaland,Sweden,2025-09-01,false
CUST-002285,Oliver Ibrahim,Madrid,Community of Madrid,Spain,2026-07-28,true
CUST-002286,David Rossi,Prague,Prague,Czechia,2021-11-28,true
CUST-002287,Jonas Wilson,Rome,Lazio,Italy,2024-09-06,true
CUST-002288,Chloe Lopez,Paris,Ile-de-France,France,2023-08-13,true
CUST-002289,Mateo Jensen,Tampere,Pirkanmaa,Finland,2023-07-06,true
CUST-002290,Daniel Ahmed,Warsaw,Masovian,Poland,2020-06-05,true
CUST-002291,David Wilson,Vienna,Vienna,Austria,2022-05-29,true
CUST-002292,Sofia Johnson,Milan,Lombardy,Italy,2021-01-23,true
CUST-002293,Samuel Rossi,Oslo,Oslo,Norway,2026-01-02,true
CUST-002294,Jonas Khan,Turku,Southwest Finland,Finland,2022-06-02,true
CUST-002295,Emma Jensen,Vancouver,British Columbia,Canada,2025-04-08,true
CUST-002296,Mila Taylor,London,England,United Kingdom,2025-04-25,true
CUST-002297,Chloe Muller,Lyon,Auvergne-Rhone-Alpes,France,2022-03-21,false
CUST-002298,Isla Clark,Berlin,Berlin,Germany,2023-08-20,false
CUST-002299,Eva Lopez,Turku,Southwest Finland,Finland,2023-04-09,true
CUST-002300,Mateo Ali,Oslo,Oslo,Norway,2025-03-17,true
CUST-002301,Lucas Virtanen,Austin,Texas,United States,2020-05-08,true
CUST-002302,Ada Ibrahim,Brussels,Brussels-Capital,Belgium,2022-07-12,true
CUST-002303,Arthur Dubois,Milan,Lombardy,Italy,2025-10-21,false
CUST-002304,Chloe Taylor,Lyon,Auvergne-Rhone-Alpes,France,2025-07-11,true
CUST-002305,Elias Moore,Madrid,Community of Madrid,Spain,2022-12-30,true
CUST-002306,Leo Ali,Austin,Texas,United States,2025-02-10,true
CUST-002307,Lina Jensen,Lyon,Auvergne-Rhone-Alpes,France,2021-05-25,true
CUST-002308,Jonas Ibrahim,Paris,Ile-de-France,France,2021-04-21,true
CUST-002309,Daniel Ahmed,New York,New York,United States,2024-08-07,false
CUST-002310,Henry Williams,Dublin,Leinster,Ireland,2024-09-02,true
CUST-002311,Fatima Petrov,Paris,Ile-de-France,France,2021-02-04,true
CUST-002312,Omar Andersson,Barcelona,Catalonia,Spain,2024-01-26,true
CUST-002313,Daniel Nielsen,Munich,Bavaria,Germany,2026-08-20,true
CUST-002314,David Jensen,Oslo,Oslo,Norway,2022-05-07,true
CUST-002315,Zara Wilson,Paris,Ile-de-France,France,2024-02-01,true
CUST-002316,Leo Wilson,New York,New York,United States,2026-07-11,true
CUST-002317,Jonas Nielsen,Madrid,Community of Madrid,Spain,2020-02-14,true
CUST-002318,Elias Muller,Sydney,New South Wales,Australia,2022-10-09,true
CUST-002319,Samuel Johnson,Vienna,Vienna,Austria,2026-03-31,true
CUST-002320,Ada Rossi,Tokyo,Tokyo,Japan,2021-01-03,true
CUST-002321,Yusuf Lopez,Sydney,New South Wales,Australia,2020-05-11,true
CUST-002322,Chloe Williams,Tokyo,Tokyo,Japan,2020-09-12,false
CUST-002323,Samuel Lopez,Helsinki,Uusimaa,Finland,2020-06-01,true
CUST-002324,Leila Novak,New York,New York,United States,2021-09-26,true
CUST-002325,Mateo Santos,Copenhagen,Capital Region,Denmark,2026-08-07,true
CUST-002326,Daniel Smith,Austin,Texas,United States,2023-01-04,true
CUST-002327,Mila Korhonen,Vienna,Vienna,Austria,2025-08-16,true
CUST-002328,Fatima Andersson,New York,New York,United States,2022-07-03,true
CUST-002329,Emma Davis,Manchester,England,United Kingdom,2021-08-12,true
CUST-002330,Lucas Moore,London,England,United Kingdom,2025-03-02,true
CUST-002331,Henry Smith,Madrid,Community of Madrid,Spain,2023-11-30,false
CUST-002332,Leila Davis,Tokyo,Tokyo,Japan,2023-06-24,true
CUST-002333,Zara Jensen,Barcelona,Catalonia,Spain,2020-10-27,true
CUST-002334,Omar Rossi,Sydney,New South Wales,Australia,2023-04-14,true
CUST-002335,Mila Davis,Vancouver,British Columbia,Canada,2025-09-14,true
CUST-002336,Omar Martin,Sydney,New South Wales,Australia,2022-01-14,true
CUST-002337,Lucas Santos,Munich,Bavaria,Germany,2022-02-02,true
CUST-002338,Jonas Santos,Oslo,Oslo,Norway,2024-03-27,false
CUST-002339,Jonas Korhonen,Lyon,Auvergne-Rhone-Alpes,France,2025-06-02,true
CUST-002340,Lucas Andersson,Manchester,England,United Kingdom,2024-07-04,true
CUST-002341,Omar Taylor,Tokyo,Tokyo,Japan,2022-11-01,true
CUST-002342,Isla Ahmed,Amsterdam,North Holland,Netherlands,2024-10-24,false
CUST-002343,Eva Davis,Austin,Texas,United States,2024-11-21,true
CUST-002344,Sofia Davis,Berlin,Berlin,Germany,2023-10-23,true
CUST-002345,Mateo Moore,Paris,Ile-de-France,France,2025-09-03,true
CUST-002346,Leo Dubois,Turku,Southwest Finland,Finland,2025-11-19,true
CUST-002347,Amina Novak,Rome,Lazio,Italy,2023-03-27,true
CUST-002348,Isla Davis,Tokyo,Tokyo,Japan,2023-04-03,true
CUST-002349,Oliver Jensen,Milan,Lombardy,Italy,2022-03-28,true
CUST-002350,Eva Silva,Brussels,Brussels-Capital,Belgium,2022-06-11,true
CUST-002351,Samuel Brown,Lyon,Auvergne-Rhone-Alpes,France,2020-06-13,false
CUST-002352,Nora Silva,Helsinki,Uusimaa,Finland,2021-06-18,true
CUST-002353,Jonas Clark,Austin,Texas,United States,2020-01-09,true
CUST-002354,Ada Moore,Oslo,Oslo,Norway,2025-07-26,true
CUST-002355,Jonas Khan,Turku,Southwest Finland,Finland,2023-08-02,true
CUST-002356,Leila Ibrahim,Madrid,Community of Madrid,Spain,2021-12-06,false
CUST-002357,Grace Jensen,Tokyo,Tokyo,Japan,2025-01-30,true
CUST-002358,Lucas Williams,Warsaw,Masovian,Poland,2020-05-26,true
CUST-002359,Noah Berg,Gothenburg,Vastra Gotaland,Sweden,2025-11-30,true
CUST-002360,Fatima Ibrahim,Vancouver,British Columbia,Canada,2025-08-20,true
CUST-002361,Zara Moore,New York,New York,United States,2022-01-08,true
CUST-002362,Leo Brown,Manchester,England,United Kingdom,2026-05-11,false
CUST-002363,Yusuf Ali,Milan,Lombardy,Italy,2024-10-30,false
CUST-002364,Emma Lopez,Toronto,Ontario,Canada,2020-02-05,false
CUST-002365,Elias Martin,Milan,Lombardy,Italy,2021-02-03,true
CUST-002366,Daniel Ali,Rome,Lazio,Italy,2020-02-13,true
CUST-002367,Grace Moore,Warsaw,Masovian,Poland,2025-06-08,true
CUST-002368,Emma Taylor,Rome,Lazio,Italy,2020-02-27,true
CUST-002369,Omar Rossi,Austin,Texas,United States,2023-06-26,true
CUST-002370,Emma Moore,Turku,Southwest Finland,Finland,2024-06-22,true
CUST-002371,Fatima Johnson,Warsaw,Masovian,Poland,2025-06-20,false
CUST-002372,Mila Schmidt,Vienna,Vienna,Austria,2023-08-17,true
CUST-002373,Mila Korhonen,Barcelona,Catalonia,Spain,2024-09-18,true
CUST-002374,Omar Taylor,Turku,Southwest Finland,Finland,2020-02-19,true
CUST-002375,Sofia Rossi,Amsterdam,North Holland,Netherlands,2025-05-24,true
CUST-002376,Lina Moore,Barcelona,Catalonia,Spain,2020-06-28,true
CUST-002377,Maya Nielsen,Sydney,New South Wales,Australia,2024-01-30,true
CUST-002378,Noah Ibrahim,Manchester,England,United Kingdom,2020-03-27,true
CUST-002379,Leo Nielsen,Tampere,Pirkanmaa,Finland,2022-07-07,true
CUST-002380,Amina Johnson,Vienna,Vienna,Austria,2022-05-29,true
CUST-002381,Mila Wilson,Sydney,New South Wales,Australia,2023-02-20,true
CUST-002382,Leila Ibrahim,Tampere,Pirkanmaa,Finland,2021-06-06,true
CUST-002383,Leila Johnson,Stockholm,Stockholm County,Sweden,2022-12-16,true
CUST-002384,Amina Johnson,London,England,United Kingdom,2020-09-28,true
CUST-002385,Maya Rossi,Munich,Bavaria,Germany,2024-08-19,false
CUST-002386,Leila Jensen,Oslo,Oslo,Norway,2021-02-05,true
CUST-002387,Isla Taylor,Brussels,Brussels-Capital,Belgium,2020-05-07,true
CUST-002388,Daniel Ibrahim,New York,New York,United States,2023-07-14,true
CUST-002389,Emma Martin,Paris,Ile-de-France,France,2024-11-08,true
CUST-002390,David Martin,Manchester,England,United Kingdom,2024-10-29,true
CUST-002391,Leo Nielsen,Gothenburg,Vastra Gotaland,Sweden,2025-02-19,true
CUST-002392,Fatima Andersson,Lisbon,Lisbon,Portugal,2022-11-20,true
CUST-002393,Lina Smith,Munich,Bavaria,Germany,2020-10-21,true
CUST-002394,Zara Berg,Amsterdam,North Holland,Netherlands,2023-06-04,true
CUST-002395,Mateo Brown,Rome,Lazio,Italy,2023-04-04,true
CUST-002396,Fatima Berg,Turku,Southwest Finland,Finland,2026-06-22,true
CUST-002397,Mila Garcia,Warsaw,Masovian,Poland,2021-11-14,true
CUST-002398,Yusuf Silva,Tokyo,Tokyo,Japan,2020-06-22,true
CUST-002399,Sofia Korhonen,Munich,Bavaria,Germany,2024-11-07,true
CUST-002400,Eva Berg,Warsaw,Masovian,Poland,2021-05-04,true
CUST-002401,Henry Schmidt,Gothenburg,Vastra Gotaland,Sweden,2023-12-09,true
CUST-002402,Nora Wilson,Vienna,Vienna,Austria,2026-05-08,true
CUST-002403,Maya Wilson,Toronto,Ontario,Canada,2025-01-22,true
CUST-002404,Leo Wilson,Stockholm,Stockholm County,Sweden,2020-05-20,true
CUST-002405,Isla Johnson,Brussels,Brussels-Capital,Belgium,2025-10-04,true
CUST-002406,Henry Dubois,Vancouver,British Columbia,Canada,2022-10-20,false
CUST-002407,Lina Davis,Madrid,Community of Madrid,Spain,2020-10-24,false
CUST-002408,Oliver Clark,Oslo,Oslo,Norway,2023-01-01,true
CUST-002409,Benjamin Berg,Warsaw,Masovian,Poland,2022-03-10,true
CUST-002410,Lina Ibrahim,Vancouver,British Columbia,Canada,2024-05-31,true
CUST-002411,Noah Clark,Turku,Southwest Finland,Finland,2022-07-19,true
CUST-002412,Omar Muller,Tokyo,Tokyo,Japan,2023-07-21,true
CUST-002413,Lina Silva,Copenhagen,Capital Region,Denmark,2024-01-01,false
CUST-002414,Leila Lopez,London,England,United Kingdom,2024-02-09,true
CUST-002415,Jonas Smith,Dublin,Leinster,Ireland,2021-02-25,true
CUST-002416,David Ahmed,Sydney,New South Wales,Australia,2022-08-27,true
CUST-002417,Isla Petrov,Lyon,Auvergne-Rhone-Alpes,France,2022-03-26,true
CUST-002418,Samuel Clark,Sydney,New South Wales,Australia,2025-08-11,true
CUST-002419,Benjamin Rossi,Toronto,Ontario,Canada,2025-12-20,true
CUST-002420,Emma Santos,Milan,Lombardy,Italy,2024-10-10,true
CUST-002421,Mateo Petrov,Austin,Texas,United States,2023-07-28,true
CUST-002422,Yusuf Smith,Copenhagen,Capital Region,Denmark,2020-05-07,true
CUST-002423,Omar Dubois,Gothenburg,Vastra Gotaland,Sweden,2024-01-22,true
CUST-002424,Leo Ibrahim,Rome,Lazio,Italy,2020-06-28,true
CUST-002425,Omar Davis,Dublin,Leinster,Ireland,2024-08-09,true
CUST-002426,Maya Williams,Dublin,Leinster,Ireland,2021-06-12,true
CUST-002427,Lina Clark,Helsinki,Uusimaa,Finland,2026-07-17,true
CUST-002428,Grace Ali,Amsterdam,North Holland,Netherlands,2020-04-25,true
CUST-002429,Mila Schmidt,Prague,Prague,Czechia,2021-06-21,true
CUST-002430,Nora Ahmed,Lisbon,Lisbon,Portugal,2022-04-24,true
CUST-002431,Zara Davis,Tokyo,Tokyo,Japan,2022-03-30,true
CUST-002432,Arthur Schmidt,Copenhagen,Capital Region,Denmark,2021-09-20,true
CUST-002433,Lucas Andersson,Brussels,Brussels-Capital,Belgium,2026-02-26,true
CUST-002434,Daniel Virtanen,Barcelona,Catalonia,Spain,2022-07-22,false
CUST-002435,Chloe Virtanen,Dublin,Leinster,Ireland,2021-02-21,true
CUST-002436,Omar Nielsen,Rome,Lazio,Italy,2026-03-20,true
CUST-002437,Ada Ahmed,Stockholm,Stockholm County,Sweden,2022-06-03,true
CUST-002438,Elias Smith,Oslo,Oslo,Norway,2025-06-21,true
CUST-002439,Arthur Santos,Prague,Prague,Czechia,2024-06-29,true
CUST-002440,Mila Taylor,New York,New York,United States,2024-11-23,true
CUST-002441,Fatima Dubois,Tokyo,Tokyo,Japan,2022-12-07,true
CUST-002442,Leo Williams,Tokyo,Tokyo,Japan,2026-03-30,true
CUST-002443,Chloe Dubois,Lyon,Auvergne-Rhone-Alpes,France,2020-09-22,true
CUST-002444,Fatima Ali,Lyon,Auvergne-Rhone-Alpes,France,2025-12-07,false
CUST-002445,Mila Petrov,Helsinki,Uusimaa,Finland,2023-08-10,true
CUST-002446,Amina Martin,Paris,Ile-de-France,France,2025-05-06,true
CUST-002447,Jonas Korhonen,Munich,Bavaria,Germany,2020-11-20,true
CUST-002448,Henry Wilson,Warsaw,Masovian,Poland,2025-09-04,false
CUST-002449,Emma Ahmed,Barcelona,Catalonia,Spain,2020-03-03,true
CUST-002450,Yusuf Ahmed,Dublin,Leinster,Ireland,2022-11-17,true
CUST-002451,Arthur Martin,Manchester,England,United Kingdom,2022-06-02,true
CUST-002452,Jonas Schmidt,Rome,Lazio,Italy,2020-03-28,true
CUST-002453,Omar Johnson,Toronto,Ontario,Canada,2026-07-03,true
CUST-002454,Omar Petrov,Warsaw,Masovian,Poland,2024-11-30,true
CUST-002455,Noah Clark,New York,New York,United States,2025-03-20,true
CUST-002456,Sofia Garcia,Rome,Lazio,Italy,2022-09-08,true
CUST-002457,Elias Nielsen,London,England,United Kingdom,2022-08-22,true
CUST-002458,Noah Andersson,Turku,Southwest Finland,Finland,2021-01-13,false
CUST-002459,Lina Berg,Lyon,Auvergne-Rhone-Alpes,France,2025-06-14,true
CUST-002460,Elias Berg,Berlin,Berlin,Germany,2025-10-04,true
CUST-002461,Mateo Novak,Prague,Prague,Czechia,2022-06-21,true
CUST-002462,Mateo Dubois,Austin,Texas,United States,2020-10-04,true
CUST-002463,Yusuf Smith,Vancouver,British Columbia,Canada,2021-01-05,true
CUST-002464,David Ibrahim,Brussels,Brussels-Capital,Belgium,2025-06-19,false
CUST-002465,Jonas Novak,Lisbon,Lisbon,Portugal,2025-06-06,true
CUST-002466,Oliver Santos,Vienna,Vienna,Austria,2024-09-05,true
CUST-002467,Zara Ali,Dublin,Leinster,Ireland,2024-02-14,true
CUST-002468,Lina Andersson,Berlin,Berlin,Germany,2022-03-11,true
CUST-002469,Sofia Nielsen,Lyon,Auvergne-Rhone-Alpes,France,2025-06-16,true
CUST-002470,Samuel Nielsen,Madrid,Community of Madrid,Spain,2021-04-28,true
CUST-002471,Henry Nielsen,Helsinki,Uusimaa,Finland,2024-11-01,true
CUST-002472,Ada Jensen,Madrid,Community of Madrid,Spain,2024-06-01,true
CUST-002473,Lina Korhonen,Oslo,Oslo,Norway,2025-03-09,true
CUST-002474,Noah Ahmed,Prague,Prague,Czechia,2022-05-30,true
CUST-002475,Jonas Clark,Stockholm,Stockholm County,Sweden,2024-07-21,true
CUST-002476,Nora Williams,Berlin,Berlin,Germany,2021-10-25,true
CUST-002477,Samuel Johnson,Munich,Bavaria,Germany,2025-01-03,true
CUST-002478,Mateo Berg,London,England,United Kingdom,2023-11-19,true
CUST-002479,Isla Taylor,Manchester,England,United Kingdom,2026-06-14,true
CUST-002480,Zara Berg,Milan,Lombardy,Italy,2022-12-20,true
CUST-002481,David Virtanen,Lisbon,Lisbon,Portugal,2025-01-22,true
CUST-002482,Noah Rossi,Manchester,England,United Kingdom,2022-03-28,false
CUST-002483,Maya Ahmed,Paris,Ile-de-France,France,2025-02-28,true
CUST-002484,Arthur Martin,Sydney,New South Wales,Australia,2020-11-20,true
CUST-002485,Amina Johnson,Barcelona,Catalonia,Spain,2026-07-05,true
CUST-002486,David Moore,Austin,Texas,United States,2023-08-17,true
CUST-002487,Arthur Andersson,Berlin,Berlin,Germany,2026-04-01,true
CUST-002488,Ada Santos,Copenhagen,Capital Region,Denmark,2025-01-24,true
CUST-002489,Mateo Ibrahim,Paris,Ile-de-France,France,2020-02-02,true
CUST-002490,Arthur Ahmed,Turku,Southwest Finland,Finland,2024-12-23,true
CUST-002491,Isla Andersson,Munich,Bavaria,Germany,2020-11-14,true
CUST-002492,Fatima Williams,Milan,Lombardy,Italy,2026-07-22,true
CUST-002493,Zara Khan,Tokyo,Tokyo,Japan,2025-01-23,true
CUST-002494,Sofia Rossi,Warsaw,Masovian,Poland,2021-06-30,false
CUST-002495,David Andersson,Helsinki,Uusimaa,Finland,2022-12-29,true
CUST-002496,Daniel Rossi,Turku,Southwest Finland,Finland,2024-09-28,true
CUST-002497,Henry Jensen,Oslo,Oslo,Norway,2023-01-04,true
CUST-002498,Sofia Jensen,Turku,Southwest Finland,Finland,2023-02-13,true
CUST-002499,Daniel Rossi,Warsaw,Masovian,Poland,2024-06-21,true
CUST-002500,Oliver Johnson,Austin,Texas,United States,2025-10-16,true
CUST-002501,Fatima Virtanen,Oslo,Oslo,Norway,2026-07-09,false
CUST-002502,Ada Garcia,Lisbon,Lisbon,Portugal,2024-02-05,true
CUST-002503,Benjamin Khan,Lyon,Auvergne-Rhone-Alpes,France,2025-05-15,true
CUST-002504,Yusuf Clark,Amsterdam,North Holland,Netherlands,2024-07-04,true
CUST-002505,Mila Ibrahim,Lisbon,Lisbon,Portugal,2023-09-30,true
CUST-002506,Henry Virtanen,Prague,Prague,Czechia,2025-02-23,false
CUST-002507,Arthur Nielsen,Paris,Ile-de-France,France,2024-12-15,true
CUST-002508,Emma Moore,Toronto,Ontario,Canada,2023-03-07,true
CUST-002509,Leila Lopez,Turku,Southwest Finland,Finland,2022-03-09,false
CUST-002510,David Khan,Austin,Texas,United States,2022-04-26,true
CUST-002511,Omar Garcia,Stockholm,Stockholm County,Sweden,2020-07-15,true
CUST-002512,Omar Dubois,Milan,Lombardy,Italy,2022-05-28,false
CUST-002513,Lucas Santos,Berlin,Berlin,Germany,2022-10-04,true
CUST-002514,Emma Williams,New York,New York,United States,2025-03-17,true
CUST-002515,David Santos,Warsaw,Masovian,Poland,2023-01-23,true
CUST-002516,Leila Virtanen,Berlin,Berlin,Germany,2020-09-04,true
CUST-002517,Daniel Williams,Lyon,Auvergne-Rhone-Alpes,France,2024-01-24,true
CUST-002518,Yusuf Nielsen,Helsinki,Uusimaa,Finland,2022-02-16,true
CUST-002519,Jonas Jensen,Prague,Prague,Czechia,2026-07-27,true
CUST-002520,Zara Davis,Lisbon,Lisbon,Portugal,2021-03-25,true
CUST-002521,Mila Moore,Toronto,Ontario,Canada,2024-09-29,true
CUST-002522,Sofia Smith,Paris,Ile-de-France,France,2024-11-25,true
CUST-002523,David Muller,Munich,Bavaria,Germany,2023-10-21,false
CUST-002524,Noah Berg,Austin,Texas,United States,2026-03-09,true
CUST-002525,David Nielsen,Toronto,Ontario,Canada,2020-05-10,true
CUST-002526,Leo Virtanen,Oslo,Oslo,Norway,2020-09-12,true
CUST-002527,Grace Ibrahim,Tokyo,Tokyo,Japan,2021-10-13,true
CUST-002528,Samuel Andersson,Toronto,Ontario,Canada,2026-06-09,true
CUST-002529,Arthur Clark,Munich,Bavaria,Germany,2026-01-29,true
CUST-002530,Leo Silva,Copenhagen,Capital Region,Denmark,2020-06-25,true
CUST-002531,David Ibrahim,Lisbon,Lisbon,Portugal,2026-02-17,true
CUST-002532,Grace Ahmed,Stockholm,Stockholm County,Sweden,2024-02-22,true
CUST-002533,Leo Muller,Toronto,Ontario,Canada,2024-11-18,true
CUST-002534,Lina Berg,Stockholm,Stockholm County,Sweden,2021-05-01,true
CUST-002535,Oliver Martin,Vancouver,British Columbia,Canada,2024-09-22,true
CUST-002536,Nora Khan,Munich,Bavaria,Germany,2026-02-16,true
CUST-002537,Oliver Lopez,Prague,Prague,Czechia,2022-09-13,true
CUST-002538,David Davis,London,England,United Kingdom,2022-03-05,true
CUST-002539,Ada Petrov,Lyon,Auvergne-Rhone-Alpes,France,2022-12-22,true
CUST-002540,Nora Clark,Oslo,Oslo,Norway,2021-08-29,true
CUST-002541,Benjamin Andersson,Brussels,Brussels-Capital,Belgium,2020-01-27,true
CUST-002542,Leo Clark,Tokyo,Tokyo,Japan,2020-06-03,true
CUST-002543,Ada Brown,Berlin,Berlin,Germany,2024-05-01,true
CUST-002544,Chloe Jensen,Warsaw,Masovian,Poland,2026-07-15,true
CUST-002545,Benjamin Ibrahim,Gothenburg,Vastra Gotaland,Sweden,2025-02-04,true
CUST-002546,Lucas Williams,Munich,Bavaria,Germany,2025-06-22,false
CUST-002547,Omar Moore,Prague,Prague,Czechia,2025-02-09,true
CUST-002548,Henry Smith,Gothenburg,Vastra Gotaland,Sweden,2023-04-07,true
CUST-002549,Samuel Williams,Toronto,Ontario,Canada,2020-07-30,false
CUST-002550,Noah Martin,Tampere,Pirkanmaa,Finland,2026-08-04,true
CUST-002551,Elias Garcia,Helsinki,Uusimaa,Finland,2020-09-05,true
CUST-002552,Ada Davis,Lyon,Auvergne-Rhone-Alpes,France,2022-11-01,true
CUST-002553,Emma Santos,Prague,Prague,Czechia,2020-04-18,false
CUST-002554,Emma Williams,Copenhagen,Capital Region,Denmark,2021-04-21,true
CUST-002555,David Nielsen,Lyon,Auvergne-Rhone-Alpes,France,2021-12-27,true
CUST-002556,Jonas Novak,Oslo,Oslo,Norway,2021-02-18,true
CUST-002557,Omar Taylor,Oslo,Oslo,Norway,2023-10-08,true
CUST-002558,Isla Davis,Paris,Ile-de-France,France,2025-02-01,true
CUST-002559,Oliver Santos,Madrid,Community of Madrid,Spain,2022-10-06,true
CUST-002560,Maya Lopez,Vancouver,British Columbia,Canada,2025-06-05,true
CUST-002561,Maya Khan,Munich,Bavaria,Germany,2021-01-26,true
CUST-002562,Noah Berg,Turku,Southwest Finland,Finland,2024-11-30,true
CUST-002563,Jonas Johnson,Rome,Lazio,Italy,2026-06-18,true
CUST-002564,Lucas Martin,Oslo,Oslo,Norway,2020-09-29,true
